,filename,frame_id,velocity,is_valid
0,train/frame0.jpg,0,28.105569,False
1,train/frame1.jpg,1,28.105569,False
2,train/frame2.jpg,2,28.106527,False
3,train/frame3.jpg,3,28.130404,True
4,train/frame4.jpg,4,28.109243,False
5,train/frame5.jpg,5,28.088572,True
6,train/frame6.jpg,6,28.034211,False
7,train/frame7.jpg,7,28.018491,False
8,train/frame8.jpg,8,27.986624,False
9,train/frame9.jpg,9,28.016352,False
10,train/frame10.jpg,10,27.981986,False
11,train/frame11.jpg,11,27.978625,False
12,train/frame12.jpg,12,28.032331,False
13,train/frame13.jpg,13,27.960219,False
14,train/frame14.jpg,14,27.937178,False
15,train/frame15.jpg,15,27.940599,False
16,train/frame16.jpg,16,27.908579,False
17,train/frame17.jpg,17,27.898606,False
18,train/frame18.jpg,18,27.855982,True
19,train/frame19.jpg,19,27.795581,False
20,train/frame20.jpg,20,27.850634,False
21,train/frame21.jpg,21,27.839349,False
22,train/frame22.jpg,22,27.824348,False
23,train/frame23.jpg,23,27.759608,False
24,train/frame24.jpg,24,27.830055,True
25,train/frame25.jpg,25,27.761886,False
26,train/frame26.jpg,26,27.694763,False
27,train/frame27.jpg,27,27.761203,False
28,train/frame28.jpg,28,27.691932,True
29,train/frame29.jpg,29,27.666086,False
30,train/frame30.jpg,30,27.723912,False
31,train/frame31.jpg,31,27.639469,False
32,train/frame32.jpg,32,27.612874,False
33,train/frame33.jpg,33,27.638534,False
34,train/frame34.jpg,34,27.606098,False
35,train/frame35.jpg,35,27.593209,False
36,train/frame36.jpg,36,27.573926,False
37,train/frame37.jpg,37,27.561151,False
38,train/frame38.jpg,38,27.559232,False
39,train/frame39.jpg,39,27.528067,False
40,train/frame40.jpg,40,27.522542,False
41,train/frame41.jpg,41,27.531058,False
42,train/frame42.jpg,42,27.493015,False
43,train/frame43.jpg,43,27.487706,False
44,train/frame44.jpg,44,27.440943,False
45,train/frame45.jpg,45,27.439646,False
46,train/frame46.jpg,46,27.412907,False
47,train/frame47.jpg,47,27.401744,False
48,train/frame48.jpg,48,27.396007,False
49,train/frame49.jpg,49,27.35751,True
50,train/frame50.jpg,50,27.365647,False
51,train/frame51.jpg,51,27.347638,False
52,train/frame52.jpg,52,27.302128,False
53,train/frame53.jpg,53,27.309836,True
54,train/frame54.jpg,54,27.266277,False
55,train/frame55.jpg,55,27.266066,False
56,train/frame56.jpg,56,27.238097,False
57,train/frame57.jpg,57,27.239031,False
58,train/frame58.jpg,58,27.227439,False
59,train/frame59.jpg,59,27.209839,False
60,train/frame60.jpg,60,27.224821,False
61,train/frame61.jpg,61,27.181666,False
62,train/frame62.jpg,62,27.170096,False
63,train/frame63.jpg,63,27.15459,False
64,train/frame64.jpg,64,27.104113,False
65,train/frame65.jpg,65,27.081358,False
66,train/frame66.jpg,66,27.071874,False
67,train/frame67.jpg,67,27.073267,False
68,train/frame68.jpg,68,27.039336,False
69,train/frame69.jpg,69,27.041493,False
70,train/frame70.jpg,70,27.018145,False
71,train/frame71.jpg,71,27.009551,False
72,train/frame72.jpg,72,26.996247,True
73,train/frame73.jpg,73,26.954839,False
74,train/frame74.jpg,74,26.968576,False
75,train/frame75.jpg,75,26.913075,False
76,train/frame76.jpg,76,26.903469,False
77,train/frame77.jpg,77,26.908829,False
78,train/frame78.jpg,78,26.860309,False
79,train/frame79.jpg,79,26.86931,False
80,train/frame80.jpg,80,26.870268,False
81,train/frame81.jpg,81,26.836196,False
82,train/frame82.jpg,82,26.836415,False
83,train/frame83.jpg,83,26.843831,False
84,train/frame84.jpg,84,26.775542,True
85,train/frame85.jpg,85,26.732431,False
86,train/frame86.jpg,86,26.730095,False
87,train/frame87.jpg,87,26.73078,False
88,train/frame88.jpg,88,26.708966,True
89,train/frame89.jpg,89,26.692341,False
90,train/frame90.jpg,90,26.690703,True
91,train/frame91.jpg,91,26.646072,False
92,train/frame92.jpg,92,26.644104,False
93,train/frame93.jpg,93,26.627146,True
94,train/frame94.jpg,94,26.569781,False
95,train/frame95.jpg,95,26.564525,False
96,train/frame96.jpg,96,26.577363,False
97,train/frame97.jpg,97,26.535204,False
98,train/frame98.jpg,98,26.541647,False
99,train/frame99.jpg,99,26.529513,False
100,train/frame100.jpg,100,26.501939,False
101,train/frame101.jpg,101,26.50846,False
102,train/frame102.jpg,102,26.456369,False
