,filename,frame_id,velocity,is_valid
1,train_acc/frame1.jpg,1,28.105569,False
2,train_acc/frame2.jpg,2,28.106527,False
3,train_acc/frame3.jpg,3,28.130404,True
4,train_acc/frame4.jpg,4,28.109243,False
5,train_acc/frame5.jpg,5,28.088572,True
6,train_acc/frame6.jpg,6,28.034211,False
7,train_acc/frame7.jpg,7,28.018491,False
8,train_acc/frame8.jpg,8,27.986624,False
9,train_acc/frame9.jpg,9,28.016352,False
10,train_acc/frame10.jpg,10,27.981986,False
11,train_acc/frame11.jpg,11,27.978625,False
12,train_acc/frame12.jpg,12,28.032331,False
13,train_acc/frame13.jpg,13,27.960219,False
14,train_acc/frame14.jpg,14,27.937178,False
15,train_acc/frame15.jpg,15,27.940599,False
16,train_acc/frame16.jpg,16,27.908579,False
17,train_acc/frame17.jpg,17,27.898606,False
18,train_acc/frame18.jpg,18,27.855982,True
19,train_acc/frame19.jpg,19,27.795581,False
20,train_acc/frame20.jpg,20,27.850634,False
21,train_acc/frame21.jpg,21,27.839349,False
22,train_acc/frame22.jpg,22,27.824348,False
23,train_acc/frame23.jpg,23,27.759608,False
24,train_acc/frame24.jpg,24,27.830055,True
25,train_acc/frame25.jpg,25,27.761886,False
26,train_acc/frame26.jpg,26,27.694763,False
27,train_acc/frame27.jpg,27,27.761203,False
28,train_acc/frame28.jpg,28,27.691932,True
29,train_acc/frame29.jpg,29,27.666086,False
30,train_acc/frame30.jpg,30,27.723912,False
31,train_acc/frame31.jpg,31,27.639469,False
32,train_acc/frame32.jpg,32,27.612874,False
33,train_acc/frame33.jpg,33,27.638534,False
34,train_acc/frame34.jpg,34,27.606098,False
35,train_acc/frame35.jpg,35,27.593209,False
36,train_acc/frame36.jpg,36,27.573926,False
37,train_acc/frame37.jpg,37,27.561151,False
38,train_acc/frame38.jpg,38,27.559232,False
39,train_acc/frame39.jpg,39,27.528067,False
40,train_acc/frame40.jpg,40,27.522542,False
41,train_acc/frame41.jpg,41,27.531058,False
42,train_acc/frame42.jpg,42,27.493015,False
43,train_acc/frame43.jpg,43,27.487706,False
44,train_acc/frame44.jpg,44,27.440943,False
45,train_acc/frame45.jpg,45,27.439646,False
46,train_acc/frame46.jpg,46,27.412907,False
47,train_acc/frame47.jpg,47,27.401744,False
48,train_acc/frame48.jpg,48,27.396007,False
49,train_acc/frame49.jpg,49,27.35751,True
50,train_acc/frame50.jpg,50,27.365647,False
51,train_acc/frame51.jpg,51,27.347638,False
52,train_acc/frame52.jpg,52,27.302128,False
53,train_acc/frame53.jpg,53,27.309836,True
